ts,area,price_eur_mwh
2025-09-01 08:00:00+00:00,DK2,82.0
2025-09-01 09:00:00+00:00,DK2,69.239998
2025-09-01 10:00:00+00:00,DK2,38.419998
2025-09-01 11:00:00+00:00,DK2,25.030001
2025-09-01 12:00:00+00:00,DK2,42.720001
2025-09-01 13:00:00+00:00,DK2,67.760002
2025-09-01 14:00:00+00:00,DK2,84.669998
2025-09-01 15:00:00+00:00,DK2,109.690002
2025-09-01 16:00:00+00:00,DK2,155.289993
2025-09-01 17:00:00+00:00,DK2,250.589996
2025-09-01 18:00:00+00:00,DK2,210.509995
2025-09-01 19:00:00+00:00,DK2,125.190002
2025-09-01 20:00:00+00:00,DK2,112.370003
2025-09-01 21:00:00+00:00,DK2,100.489998
2025-09-01 22:00:00+00:00,DK2,95.0
2025-09-01 23:00:00+00:00,DK2,90.110001
2025-09-02 00:00:00+00:00,DK2,90.839996
2025-09-02 01:00:00+00:00,DK2,92.510002
2025-09-02 02:00:00+00:00,DK2,94.800003
2025-09-02 03:00:00+00:00,DK2,106.82
2025-09-02 04:00:00+00:00,DK2,134.429993
2025-09-02 05:00:00+00:00,DK2,153.679993
2025-09-02 06:00:00+00:00,DK2,147.5
2025-09-02 07:00:00+00:00,DK2,121.07
2025-09-02 08:00:00+00:00,DK2,102.150002
2025-09-02 09:00:00+00:00,DK2,85.449997
2025-09-02 10:00:00+00:00,DK2,78.940002
2025-09-02 11:00:00+00:00,DK2,79.739998
2025-09-02 12:00:00+00:00,DK2,78.529999
2025-09-02 13:00:00+00:00,DK2,85.110001
2025-09-02 14:00:00+00:00,DK2,96.510002
2025-09-02 15:00:00+00:00,DK2,118.300003
2025-09-02 16:00:00+00:00,DK2,174.949997
2025-09-02 17:00:00+00:00,DK2,311.470001
2025-09-02 18:00:00+00:00,DK2,263.73999
2025-09-02 19:00:00+00:00,DK2,140.899994
2025-09-02 20:00:00+00:00,DK2,110.480003
2025-09-02 21:00:00+00:00,DK2,91.230003
2025-09-02 22:00:00+00:00,DK2,97.269997
2025-09-02 23:00:00+00:00,DK2,90.760002
2025-09-03 00:00:00+00:00,DK2,85.949997
2025-09-03 01:00:00+00:00,DK2,81.739998
2025-09-03 02:00:00+00:00,DK2,81.25
2025-09-03 03:00:00+00:00,DK2,87.0
2025-09-03 04:00:00+00:00,DK2,103.239998
2025-09-03 05:00:00+00:00,DK2,112.690002
2025-09-03 06:00:00+00:00,DK2,109.18
2025-09-03 07:00:00+00:00,DK2,83.980003
2025-09-03 08:00:00+00:00,DK2,34.869999
2025-09-03 09:00:00+00:00,DK2,9.26
2025-09-03 10:00:00+00:00,DK2,7.57
2025-09-03 11:00:00+00:00,DK2,6.01
2025-09-03 12:00:00+00:00,DK2,6.73
2025-09-03 13:00:00+00:00,DK2,16.280001
2025-09-03 14:00:00+00:00,DK2,41.599998
2025-09-03 15:00:00+00:00,DK2,67.599998
2025-09-03 16:00:00+00:00,DK2,100.540001
2025-09-03 17:00:00+00:00,DK2,110.68
2025-09-03 18:00:00+00:00,DK2,102.169998
2025-09-03 19:00:00+00:00,DK2,94.239998
2025-09-03 20:00:00+00:00,DK2,74.769997
2025-09-03 21:00:00+00:00,DK2,51.669998
2025-09-03 22:00:00+00:00,DK2,17.4
2025-09-03 23:00:00+00:00,DK2,15.04
2025-09-04 00:00:00+00:00,DK2,14.91
2025-09-04 01:00:00+00:00,DK2,19.780001
2025-09-04 02:00:00+00:00,DK2,24.219999
2025-09-04 03:00:00+00:00,DK2,60.5
2025-09-04 04:00:00+00:00,DK2,73.029999
2025-09-04 05:00:00+00:00,DK2,96.779999
2025-09-04 06:00:00+00:00,DK2,103.529999
2025-09-04 07:00:00+00:00,DK2,77.82
2025-09-04 08:00:00+00:00,DK2,41.450001
2025-09-04 09:00:00+00:00,DK2,5.79
2025-09-04 10:00:00+00:00,DK2,3.2
2025-09-04 11:00:00+00:00,DK2,3.36
2025-09-04 12:00:00+00:00,DK2,34.880001
2025-09-04 13:00:00+00:00,DK2,71.019997
2025-09-04 14:00:00+00:00,DK2,90.110001
2025-09-04 15:00:00+00:00,DK2,109.110001
2025-09-04 16:00:00+00:00,DK2,191.75
2025-09-04 17:00:00+00:00,DK2,349.869995
2025-09-04 18:00:00+00:00,DK2,218.759995
2025-09-04 19:00:00+00:00,DK2,124.919998
2025-09-04 20:00:00+00:00,DK2,112.129997
2025-09-04 21:00:00+00:00,DK2,101.290001
2025-09-04 22:00:00+00:00,DK2,95.260002
2025-09-04 23:00:00+00:00,DK2,86.099998
2025-09-05 00:00:00+00:00,DK2,85.239998
2025-09-05 01:00:00+00:00,DK2,85.199997
2025-09-05 02:00:00+00:00,DK2,85.599998
2025-09-05 03:00:00+00:00,DK2,97.330002
2025-09-05 04:00:00+00:00,DK2,119.139999
2025-09-05 05:00:00+00:00,DK2,132.110001
2025-09-05 06:00:00+00:00,DK2,125.739998
2025-09-05 07:00:00+00:00,DK2,100.400002
2025-09-05 08:00:00+00:00,DK2,87.82
2025-09-05 09:00:00+00:00,DK2,84.150002
2025-09-05 10:00:00+00:00,DK2,78.239998
2025-09-05 11:00:00+00:00,DK2,72.190002
2025-09-05 12:00:00+00:00,DK2,70.169998
2025-09-05 13:00:00+00:00,DK2,77.529999
2025-09-05 14:00:00+00:00,DK2,85.0
2025-09-05 15:00:00+00:00,DK2,90.959999
2025-09-05 16:00:00+00:00,DK2,108.940002
2025-09-05 17:00:00+00:00,DK2,154.5
2025-09-05 18:00:00+00:00,DK2,150.720001
2025-09-05 19:00:00+00:00,DK2,117.080002
2025-09-05 20:00:00+00:00,DK2,107.690002
2025-09-05 21:00:00+00:00,DK2,100.629997
2025-09-05 22:00:00+00:00,DK2,101.120003
2025-09-05 23:00:00+00:00,DK2,100.510002
2025-09-06 00:00:00+00:00,DK2,99.519997
2025-09-06 01:00:00+00:00,DK2,97.769997
2025-09-06 02:00:00+00:00,DK2,96.879997
2025-09-06 03:00:00+00:00,DK2,97.910004
2025-09-06 04:00:00+00:00,DK2,97.769997
2025-09-06 05:00:00+00:00,DK2,105.32
2025-09-06 06:00:00+00:00,DK2,91.400002
2025-09-06 07:00:00+00:00,DK2,56.150002
2025-09-06 08:00:00+00:00,DK2,30.540001
2025-09-06 09:00:00+00:00,DK2,9.26
2025-09-06 10:00:00+00:00,DK2,5.91
2025-09-06 11:00:00+00:00,DK2,2.36
2025-09-06 12:00:00+00:00,DK2,1.83
2025-09-06 13:00:00+00:00,DK2,8.22
2025-09-06 14:00:00+00:00,DK2,32.75
2025-09-06 15:00:00+00:00,DK2,87.589996
2025-09-06 16:00:00+00:00,DK2,116.449997
2025-09-06 17:00:00+00:00,DK2,158.360001
2025-09-06 18:00:00+00:00,DK2,139.509995
2025-09-06 19:00:00+00:00,DK2,109.93
2025-09-06 20:00:00+00:00,DK2,92.93
2025-09-06 21:00:00+00:00,DK2,82.529999
2025-09-06 22:00:00+00:00,DK2,89.669998
2025-09-06 23:00:00+00:00,DK2,84.940002
2025-09-07 00:00:00+00:00,DK2,80.690002
2025-09-07 01:00:00+00:00,DK2,83.309998
2025-09-07 02:00:00+00:00,DK2,82.830002
2025-09-07 03:00:00+00:00,DK2,80.279999
2025-09-07 04:00:00+00:00,DK2,77.949997
2025-09-07 05:00:00+00:00,DK2,44.380001
2025-09-07 06:00:00+00:00,DK2,11.1
2025-09-07 07:00:00+00:00,DK2,6.85
2025-09-07 08:00:00+00:00,DK2,8.94
2025-09-07 09:00:00+00:00,DK2,7.69
2025-09-07 10:00:00+00:00,DK2,3.3
2025-09-07 11:00:00+00:00,DK2,3.68
2025-09-07 12:00:00+00:00,DK2,3.61
2025-09-07 13:00:00+00:00,DK2,6.88
2025-09-07 14:00:00+00:00,DK2,19.530001
2025-09-07 15:00:00+00:00,DK2,31.389999
2025-09-07 16:00:00+00:00,DK2,93.849998
2025-09-07 17:00:00+00:00,DK2,108.099998
2025-09-07 18:00:00+00:00,DK2,96.239998
2025-09-07 19:00:00+00:00,DK2,87.889999
2025-09-07 20:00:00+00:00,DK2,85.010002
2025-09-07 21:00:00+00:00,DK2,84.190002
2025-09-07 22:00:00+00:00,DK2,79.650002
2025-09-07 23:00:00+00:00,DK2,85.699997
2025-09-08 00:00:00+00:00,DK2,84.660004
2025-09-08 01:00:00+00:00,DK2,82.230003
2025-09-08 02:00:00+00:00,DK2,72.449997
2025-09-08 03:00:00+00:00,DK2,74.940002
2025-09-08 04:00:00+00:00,DK2,125.029999
2025-09-08 05:00:00+00:00,DK2,160.529999
2025-09-08 06:00:00+00:00,DK2,129.470001
2025-09-08 07:00:00+00:00,DK2,102.510002
2025-09-08 08:00:00+00:00,DK2,87.900002
2025-09-08 09:00:00+00:00,DK2,76.400002
2025-09-08 10:00:00+00:00,DK2,65.360001
2025-09-08 11:00:00+00:00,DK2,61.119999
2025-09-08 12:00:00+00:00,DK2,69.370003
2025-09-08 13:00:00+00:00,DK2,78.459999
2025-09-08 14:00:00+00:00,DK2,99.720001
2025-09-08 15:00:00+00:00,DK2,124.279999
2025-09-08 16:00:00+00:00,DK2,199.710007
2025-09-08 17:00:00+00:00,DK2,410.480011
2025-09-08 18:00:00+00:00,DK2,308.440002
2025-09-08 19:00:00+00:00,DK2,151.970001
2025-09-08 20:00:00+00:00,DK2,123.839996
2025-09-08 21:00:00+00:00,DK2,113.050003
2025-09-08 22:00:00+00:00,DK2,114.470001
2025-09-08 23:00:00+00:00,DK2,112.43
2025-09-09 00:00:00+00:00,DK2,110.32
2025-09-09 01:00:00+00:00,DK2,109.779999
2025-09-09 02:00:00+00:00,DK2,109.959999
2025-09-09 03:00:00+00:00,DK2,118.150002
2025-09-09 04:00:00+00:00,DK2,182.369995
2025-09-09 05:00:00+00:00,DK2,301.820007
2025-09-09 06:00:00+00:00,DK2,196.979996
2025-09-09 07:00:00+00:00,DK2,127.599998
2025-09-09 08:00:00+00:00,DK2,101.730003
2025-09-09 09:00:00+00:00,DK2,99.230003
2025-09-09 10:00:00+00:00,DK2,87.18
2025-09-09 11:00:00+00:00,DK2,85.690002
2025-09-09 12:00:00+00:00,DK2,86.120003
2025-09-09 13:00:00+00:00,DK2,92.720001
2025-09-09 14:00:00+00:00,DK2,103.360001
2025-09-09 15:00:00+00:00,DK2,128.580002
2025-09-09 16:00:00+00:00,DK2,197.059998
2025-09-09 17:00:00+00:00,DK2,381.98999
2025-09-09 18:00:00+00:00,DK2,215.529999
2025-09-09 19:00:00+00:00,DK2,132.369995
2025-09-09 20:00:00+00:00,DK2,113.589996
2025-09-09 21:00:00+00:00,DK2,105.889999
2025-09-09 22:00:00+00:00,DK2,100.580002
2025-09-09 23:00:00+00:00,DK2,100.980003
2025-09-10 00:00:00+00:00,DK2,98.300003
2025-09-10 01:00:00+00:00,DK2,98.970001
2025-09-10 02:00:00+00:00,DK2,99.919998
2025-09-10 03:00:00+00:00,DK2,107.519997
2025-09-10 04:00:00+00:00,DK2,133.339996
2025-09-10 05:00:00+00:00,DK2,223.399994
2025-09-10 06:00:00+00:00,DK2,171.960007
2025-09-10 07:00:00+00:00,DK2,129.470001
2025-09-10 08:00:00+00:00,DK2,107.309998
2025-09-10 09:00:00+00:00,DK2,100.519997
2025-09-10 10:00:00+00:00,DK2,88.669998
2025-09-10 11:00:00+00:00,DK2,85.910004
2025-09-10 12:00:00+00:00,DK2,87.610001
2025-09-10 13:00:00+00:00,DK2,90.720001
2025-09-10 14:00:00+00:00,DK2,105.029999
2025-09-10 15:00:00+00:00,DK2,127.790001
2025-09-10 16:00:00+00:00,DK2,170.610001
2025-09-10 17:00:00+00:00,DK2,275.109985
2025-09-10 18:00:00+00:00,DK2,169.009995
2025-09-10 19:00:00+00:00,DK2,122.809998
2025-09-10 20:00:00+00:00,DK2,101.43
2025-09-10 21:00:00+00:00,DK2,87.400002
2025-09-10 22:00:00+00:00,DK2,87.980003
2025-09-10 23:00:00+00:00,DK2,84.779999
2025-09-11 00:00:00+00:00,DK2,76.93
2025-09-11 01:00:00+00:00,DK2,70.459999
2025-09-11 02:00:00+00:00,DK2,70.5
2025-09-11 03:00:00+00:00,DK2,78.919998
2025-09-11 04:00:00+00:00,DK2,110.989998
2025-09-11 05:00:00+00:00,DK2,125.150002
2025-09-11 06:00:00+00:00,DK2,120.260002
2025-09-11 07:00:00+00:00,DK2,101.300003
2025-09-11 08:00:00+00:00,DK2,58.66
2025-09-11 09:00:00+00:00,DK2,15.39
2025-09-11 10:00:00+00:00,DK2,4.94
2025-09-11 11:00:00+00:00,DK2,7.31
2025-09-11 12:00:00+00:00,DK2,6.18
2025-09-11 13:00:00+00:00,DK2,10.24
2025-09-11 14:00:00+00:00,DK2,26.040001
2025-09-11 15:00:00+00:00,DK2,58.93
2025-09-11 16:00:00+00:00,DK2,110.25
2025-09-11 17:00:00+00:00,DK2,130.729996
2025-09-11 18:00:00+00:00,DK2,125.230003
2025-09-11 19:00:00+00:00,DK2,107.449997
2025-09-11 20:00:00+00:00,DK2,84.760002
2025-09-11 21:00:00+00:00,DK2,63.740002
2025-09-11 22:00:00+00:00,DK2,32.82
2025-09-11 23:00:00+00:00,DK2,22.639999
2025-09-12 00:00:00+00:00,DK2,20.57
2025-09-12 01:00:00+00:00,DK2,15.94
2025-09-12 02:00:00+00:00,DK2,14.79
2025-09-12 03:00:00+00:00,DK2,13.53
2025-09-12 04:00:00+00:00,DK2,31.32
2025-09-12 05:00:00+00:00,DK2,96.910004
2025-09-12 06:00:00+00:00,DK2,87.480003
2025-09-12 07:00:00+00:00,DK2,44.419998
2025-09-12 08:00:00+00:00,DK2,5.46
2025-09-12 09:00:00+00:00,DK2,3.99
2025-09-12 10:00:00+00:00,DK2,3.81
2025-09-12 11:00:00+00:00,DK2,3.74
2025-09-12 12:00:00+00:00,DK2,3.11
2025-09-12 13:00:00+00:00,DK2,3.79
2025-09-12 14:00:00+00:00,DK2,3.25
2025-09-12 15:00:00+00:00,DK2,53.07
2025-09-12 16:00:00+00:00,DK2,93.230003
2025-09-12 17:00:00+00:00,DK2,155.220001
2025-09-12 18:00:00+00:00,DK2,152.100006
2025-09-12 19:00:00+00:00,DK2,102.959999
2025-09-12 20:00:00+00:00,DK2,100.519997
2025-09-12 21:00:00+00:00,DK2,89.010002
2025-09-12 22:00:00+00:00,DK2,85.720001
2025-09-12 23:00:00+00:00,DK2,72.589996
2025-09-13 00:00:00+00:00,DK2,72.269997
2025-09-13 01:00:00+00:00,DK2,72.230003
2025-09-13 02:00:00+00:00,DK2,69.589996
2025-09-13 03:00:00+00:00,DK2,72.559998
2025-09-13 04:00:00+00:00,DK2,74.519997
2025-09-13 05:00:00+00:00,DK2,73.989998
2025-09-13 06:00:00+00:00,DK2,72.349998
2025-09-13 07:00:00+00:00,DK2,46.34
2025-09-13 08:00:00+00:00,DK2,13.11
2025-09-13 09:00:00+00:00,DK2,3.95
2025-09-13 10:00:00+00:00,DK2,3.64
2025-09-13 11:00:00+00:00,DK2,3.41
2025-09-13 12:00:00+00:00,DK2,3.5
2025-09-13 13:00:00+00:00,DK2,4.8
2025-09-13 14:00:00+00:00,DK2,7.52
2025-09-13 15:00:00+00:00,DK2,66.419998
2025-09-13 16:00:00+00:00,DK2,103.849998
2025-09-13 17:00:00+00:00,DK2,121.889999
2025-09-13 18:00:00+00:00,DK2,118.75
2025-09-13 19:00:00+00:00,DK2,111.139999
2025-09-13 20:00:00+00:00,DK2,99.879997
2025-09-13 21:00:00+00:00,DK2,87.050003
2025-09-13 22:00:00+00:00,DK2,85.559998
2025-09-13 23:00:00+00:00,DK2,77.410004
2025-09-14 00:00:00+00:00,DK2,80.440002
2025-09-14 01:00:00+00:00,DK2,85.75
2025-09-14 02:00:00+00:00,DK2,93.57
2025-09-14 03:00:00+00:00,DK2,99.610001
2025-09-14 04:00:00+00:00,DK2,100.580002
2025-09-14 05:00:00+00:00,DK2,105.199997
2025-09-14 06:00:00+00:00,DK2,108.419998
2025-09-14 07:00:00+00:00,DK2,87.769997
2025-09-14 08:00:00+00:00,DK2,50.84
2025-09-14 09:00:00+00:00,DK2,28.4
2025-09-14 10:00:00+00:00,DK2,9.2
2025-09-14 11:00:00+00:00,DK2,9.51
2025-09-14 12:00:00+00:00,DK2,6.95
2025-09-14 13:00:00+00:00,DK2,9.16
2025-09-14 14:00:00+00:00,DK2,20.15
2025-09-14 15:00:00+00:00,DK2,99.139999
2025-09-14 16:00:00+00:00,DK2,127.580002
2025-09-14 17:00:00+00:00,DK2,148.389999
2025-09-14 18:00:00+00:00,DK2,126.050003
2025-09-14 19:00:00+00:00,DK2,97.370003
2025-09-14 20:00:00+00:00,DK2,76.489998
2025-09-14 21:00:00+00:00,DK2,14.8
2025-09-14 22:00:00+00:00,DK2,16.01
2025-09-14 23:00:00+00:00,DK2,8.16
2025-09-15 00:00:00+00:00,DK2,4.58
2025-09-15 01:00:00+00:00,DK2,3.1
2025-09-15 02:00:00+00:00,DK2,2.11
2025-09-15 03:00:00+00:00,DK2,2.14
2025-09-15 04:00:00+00:00,DK2,19.25
2025-09-15 05:00:00+00:00,DK2,54.330002
2025-09-15 06:00:00+00:00,DK2,40.439999
2025-09-15 07:00:00+00:00,DK2,4.69
2025-09-15 08:00:00+00:00,DK2,10.59
2025-09-15 09:00:00+00:00,DK2,3.85
2025-09-15 10:00:00+00:00,DK2,3.88
2025-09-15 11:00:00+00:00,DK2,3.86
2025-09-15 12:00:00+00:00,DK2,3.79
2025-09-15 13:00:00+00:00,DK2,3.55
2025-09-15 14:00:00+00:00,DK2,4.35
2025-09-15 15:00:00+00:00,DK2,5.83
2025-09-15 16:00:00+00:00,DK2,11.82
2025-09-15 17:00:00+00:00,DK2,51.810001
2025-09-15 18:00:00+00:00,DK2,44.98
2025-09-15 19:00:00+00:00,DK2,5.12
2025-09-15 20:00:00+00:00,DK2,2.99
2025-09-15 21:00:00+00:00,DK2,0.46
2025-09-15 22:00:00+00:00,DK2,-0.03
2025-09-15 23:00:00+00:00,DK2,0.01
2025-09-16 00:00:00+00:00,DK2,0.05
2025-09-16 01:00:00+00:00,DK2,0.07
2025-09-16 02:00:00+00:00,DK2,0.37
2025-09-16 03:00:00+00:00,DK2,2.15
2025-09-16 04:00:00+00:00,DK2,3.93
2025-09-16 05:00:00+00:00,DK2,17.059999
2025-09-16 06:00:00+00:00,DK2,21.379999
2025-09-16 07:00:00+00:00,DK2,12.62
2025-09-16 08:00:00+00:00,DK2,3.86
2025-09-16 09:00:00+00:00,DK2,3.85
2025-09-16 10:00:00+00:00,DK2,3.81
2025-09-16 11:00:00+00:00,DK2,3.87
2025-09-16 12:00:00+00:00,DK2,3.86
2025-09-16 13:00:00+00:00,DK2,3.86
2025-09-16 14:00:00+00:00,DK2,5.99
2025-09-16 15:00:00+00:00,DK2,22.15
2025-09-16 16:00:00+00:00,DK2,61.439999
2025-09-16 17:00:00+00:00,DK2,85.260002
2025-09-16 18:00:00+00:00,DK2,105.690002
2025-09-16 19:00:00+00:00,DK2,86.860001
2025-09-16 20:00:00+00:00,DK2,75.18
2025-09-16 21:00:00+00:00,DK2,61.130001
2025-09-16 22:00:00+00:00,DK2,66.589996
2025-09-16 23:00:00+00:00,DK2,59.880001
2025-09-17 00:00:00+00:00,DK2,47.939999
2025-09-17 01:00:00+00:00,DK2,45.580002
2025-09-17 02:00:00+00:00,DK2,51.0
2025-09-17 03:00:00+00:00,DK2,69.239998
2025-09-17 04:00:00+00:00,DK2,93.040001
2025-09-17 05:00:00+00:00,DK2,112.120003
2025-09-17 06:00:00+00:00,DK2,109.260002
2025-09-17 07:00:00+00:00,DK2,90.0
2025-09-17 08:00:00+00:00,DK2,64.120003
2025-09-17 09:00:00+00:00,DK2,4.08
2025-09-17 10:00:00+00:00,DK2,4.06
2025-09-17 11:00:00+00:00,DK2,4.03
2025-09-17 12:00:00+00:00,DK2,4.06
2025-09-17 13:00:00+00:00,DK2,37.990002
2025-09-17 14:00:00+00:00,DK2,70.860001
2025-09-17 15:00:00+00:00,DK2,104.269997
2025-09-17 16:00:00+00:00,DK2,117.239998
2025-09-17 17:00:00+00:00,DK2,130.820007
2025-09-17 18:00:00+00:00,DK2,119.349998
2025-09-17 19:00:00+00:00,DK2,90.809998
2025-09-17 20:00:00+00:00,DK2,76.18
2025-09-17 21:00:00+00:00,DK2,59.919998
2025-09-17 22:00:00+00:00,DK2,48.02
2025-09-17 23:00:00+00:00,DK2,43.23
2025-09-18 00:00:00+00:00,DK2,34.900002
2025-09-18 01:00:00+00:00,DK2,32.560001
2025-09-18 02:00:00+00:00,DK2,40.040001
2025-09-18 03:00:00+00:00,DK2,56.950001
2025-09-18 04:00:00+00:00,DK2,101.860001
2025-09-18 05:00:00+00:00,DK2,114.32
2025-09-18 06:00:00+00:00,DK2,109.610001
2025-09-18 07:00:00+00:00,DK2,88.910004
2025-09-18 08:00:00+00:00,DK2,66.489998
2025-09-18 09:00:00+00:00,DK2,6.02
2025-09-18 10:00:00+00:00,DK2,5.75
2025-09-18 11:00:00+00:00,DK2,5.68
2025-09-18 12:00:00+00:00,DK2,4.54
2025-09-18 13:00:00+00:00,DK2,8.97
2025-09-18 14:00:00+00:00,DK2,32.16
2025-09-18 15:00:00+00:00,DK2,59.959999
2025-09-18 16:00:00+00:00,DK2,115.290001
2025-09-18 17:00:00+00:00,DK2,134.0
2025-09-18 18:00:00+00:00,DK2,121.889999
2025-09-18 19:00:00+00:00,DK2,104.019997
2025-09-18 20:00:00+00:00,DK2,93.510002
2025-09-18 21:00:00+00:00,DK2,83.470001
2025-09-18 22:00:00+00:00,DK2,70.489998
2025-09-18 23:00:00+00:00,DK2,43.0
2025-09-19 00:00:00+00:00,DK2,70.379997
